응답자ID,답변 ID,시작일시,종료일시,D1,점포,고객기대수준,낮은 기대수준 이유,과거 부정적 쇼핑 요소,고객인지품질,고객인지가치,직원 서비스,정보 제공,상품 준비,신속 결제,매장 환경,인도 만족도,인도 불만족 이유,실 대기시간,적정 대기시간,불만 제기 유무,불만 항목,불만 처리 과정 만족도,재이용의향률,제공받고 싶은 서비스,추가 의견
400.0,956-25-91870,2024-04-30 14:15:43,2024-04-30 14:26:38,0524041434200058,명동점,5.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,다음출국시엔 무조건 신세계면세점을 이용할생각입니다
401.0,484-96-10981,2024-04-30 17:33:32,2024-04-30 17:36:52,0124042102500005,부산점,4.0,기타: 물건이 없어요,,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,,,,불만이 있었지만 제기하지 않았다.,"이벤트, 상품 품절 및 다양성 부족",,예.,다양한 물건보유 및 이벤트,다양한 물건과  이벤트 진행 부탁드립니다
402.0,177-52-40391,2024-05-01 14:08:54,2024-05-01 14:13:44,0524041411300012,명동점,5.0,,,5.0,5.0,2.0,5.0,6.0,6.0,3.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,신세계 명동점 BTS 매장 직원들 태도가 너무 안 좋아요. 매니저님 이름은 주하영입니다.서비스 태도가 나쁘다.중국 손님에게는 인사도 안 하고 한국 손님에게는 친절하다. 손님을 차별하다.
403.0,579-51-52616,2024-05-01 14:13:41,2024-05-01 14:17:34,0524031522500014,인천공항점,6.0,,,6.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,불만이 있었지만 제기하지 않았다.,"직원 불친절, 상품 품절 및 다양성 부족",,예.,인천공항 2터미널 젝시믹스 직원이 친절하지않아 구매하고 싶지않았지만 그 브랜드를 선호해서 어쩔수 없이 구매했습니다~아쉬운 부분입니다,인천공항 2터미널 젝시믹스 직원이 친절하지않아 구매하고 싶지않았지만 그 브랜드를 선호해서 어쩔수 없이 구매했습니다~아쉬운 부분입니다
404.0,693-66-22671,2024-05-01 14:16:42,2024-05-01 14:17:42,0524041336900001,명동점,5.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
405.0,952-63-85049,2024-05-01 14:36:56,2024-05-01 14:37:45,0524040637600038,명동점,5.0,,,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
406.0,545-60-01636,2024-05-01 17:11:42,2024-05-01 17:13:29,0524041614000003,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,다양한상품 빠른입고,제품 라인업이 더 늘어나고 이벤트도 더 다양해지면 좋겠습니다. 전반적으로 매우 훌륭하다 생각합니다.
407.0,822-92-00445,2024-05-01 19:12:22,2024-05-01 19:15:57,0124041903600001,부산점,7.0,,,6.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 상품 진열,저가 가격에 좋은 물건을 구매할 수 있었으면 좋겠습니다
408.0,346-16-21660,2024-05-01 20:13:14,2024-05-01 20:22:35,0124031603100003,부산점,3.0,기타: 상풍종류가 너무 빈약,,2.0,5.0,6.0,7.0,2.0,7.0,7.0,2.0,기타: 위치불편,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,보다 다양한 상품의 취급희망,대부분 화장품밖에 없어 살만한게 없읍니다.
409.0,831-06-56109,2024-05-01 21:30:32,2024-05-01 21:35:52,0124042108200003,부산점,4.0,타 면세점이 익숙함,,5.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,없어요,입점 브랜드가  너무 부족합니다.
410.0,484-86-98002,2024-05-02 14:17:41,2024-05-02 14:18:12,0524041426200018,명동점,6.0,,,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
411.0,896-51-34095,2024-05-02 14:24:36,2024-05-02 14:27:04,0524042011800014,명동점,5.0,,,6.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,,,,불만이 있었지만 제기하지 않았다.,인도 과정 불만 ,,예.,,상품 구매 시 인도장(ex 동편 서편 인도장 위치)에 대한 상세 설명 바랍니다
412.0,599-88-89617,2024-05-02 14:30:54,2024-05-02 14:31:52,0524042136800006,명동점,7.0,,,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
413.0,878-13-04325,2024-05-02 14:30:18,2024-05-02 14:32:36,0124042026400002,부산점,6.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,
414.0,733-05-78031,2024-05-02 14:33:26,2024-05-02 14:34:01,0524040605100007,명동점,5.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
415.0,224-74-52585,2024-05-02 14:40:25,2024-05-02 14:41:16,0524033102900005,명동점,4.0,타 면세점이 익숙함,,5.0,2.0,6.0,6.0,4.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
416.0,703-58-62571,2024-05-02 16:11:43,2024-05-02 16:12:45,0124032706200001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
417.0,414-10-68482,2024-05-02 16:38:58,2024-05-02 16:40:05,0524041802100084,명동점,5.0,,,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,할인 쿠폰이 더 많았으면 좋겠어요.,할인 쿠폰이 더 많았으면 좋겠어요.
418.0,853-40-32966,2024-05-02 16:42:17,2024-05-02 16:43:32,0124042018300012,부산점,6.0,,,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
419.0,100-30-71963,2024-05-02 18:15:14,2024-05-02 18:15:44,0524031725600008,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
420.0,139-13-53672,2024-05-02 18:51:04,2024-05-02 18:51:38,0124042102300001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
421.0,643-31-58834,2024-05-02 22:57:06,2024-05-02 22:58:17,0524041033900001,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,적립금,
422.0,257-29-72349,2024-05-03 11:09:07,2024-05-03 11:11:17,0524041131500004,명동점,6.0,,,6.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
423.0,117-23-48211,2024-05-03 14:23:09,2024-05-03 14:23:53,0524042003900011,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,"다양한 할인, 증정품을 서비스",
424.0,313-45-01592,2024-05-03 14:25:39,2024-05-03 14:26:49,0124041419800013,부산점,4.0,타 면세점이 익숙함,,5.0,4.0,5.0,5.0,2.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
425.0,251-30-58148,2024-05-03 14:35:56,2024-05-03 14:36:36,0524041313700004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
426.0,894-82-98844,2024-05-03 17:42:49,2024-05-03 17:45:07,0524042119800008,명동점,7.0,,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,"이벤트, 상품 품절 및 다양성 부족",,예.,,
427.0,946-54-04164,2024-05-03 21:50:20,2024-05-03 21:52:26,0524041916500026,명동점,6.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
428.0,409-63-55920,2024-05-04 14:21:09,2024-05-04 14:22:17,0124031717400002,부산점,7.0,,,5.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,아니요,오프라인 매장이 문닫은 곳이 너무 많다
429.0,348-29-87845,2024-05-04 17:42:59,2024-05-04 17:44:35,0524040603900008,명동점,7.0,,,4.0,4.0,1.0,2.0,6.0,6.0,6.0,2.0,인도 시 장시간 대기,31분 ~ 40분,10,불만을 제기한 경험이 없다.,,,아니오.,,
430.0,698-32-51385,2024-05-04 20:37:58,2024-05-04 20:41:28,0524042305100004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,"인도시 대기가  많아서 시간이 오래걸림. 비행기시간이 촉박하지않아서 괜찮았지만, 다음에 혹시 시간이 촉박할까봐 구매시 비행기시간이랑 고려할듯",인도시 대기가 많음
431.0,223-03-29518,2024-05-05 14:19:12,2024-05-05 14:20:29,0124041016100002,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
432.0,744-00-07512,2024-05-05 14:32:05,2024-05-05 14:32:39,0124042725100001,부산점,5.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
433.0,968-20-39984,2024-05-05 14:31:56,2024-05-05 14:32:58,0124042408200009,부산점,7.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
434.0,343-26-06921,2024-05-05 14:35:58,2024-05-05 14:40:43,0124041103200001,부산점,4.0,지인 및 친지의 부정적 견해,,4.0,6.0,1.0,3.0,4.0,5.0,6.0,1.0,직원 불친절,,,불만이 있었지만 제기하지 않았다.,인도 과정 불만 ,,예.,인도장친절함을 기대합니다.,인도장.직원들의 밝은 미소 기대합니다.
435.0,276-70-99817,2024-05-05 14:43:43,2024-05-05 14:44:13,0124042116900003,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
436.0,221-28-74641,2024-05-05 14:52:14,2024-05-05 14:54:27,0124040517100001,부산점,5.0,,,4.0,4.0,7.0,7.0,4.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,결재 금액별 상품권 제공 또는 할인,빨리 정상화가 되었으면 합니다 브랜드 수가 너무 적어서 선택지가 없어요
437.0,980-95-76652,2024-05-05 15:37:51,2024-05-05 15:39:35,0124042703600018,부산점,7.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
438.0,974-51-63055,2024-05-05 21:39:46,2024-05-05 21:45:29,0124042617100007,부산점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,재품이 다양하게 있으면 좋겠습니다
439.0,711-74-46021,2024-05-06 00:46:46,2024-05-06 00:49:47,0524041339200061,명동점,7.0,,,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,기타: 출국 시 인도하지 못하는 상황이었는데 고객센터 응대가 너무 별로였어요. 퉁명스럽게 그래서 어쩌라고 식의 말투와 대응에 오히려 당황했네요.,,예.,미인도 시 자동 환불 서비스,
440.0,335-49-24156,2024-05-06 00:48:09,2024-05-06 00:55:15,0524042205000006,명동점,7.0,,,4.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,인도 상품 및 과정에 대한 설명 부족,,,불만을 제기한 경험이 있다.,"인도 과정 불만 , 이벤트, 결제오류",아니오.,예.,온라인가입후 보너스포인트를 못받아 이~삼만원 손해봄,대부분 친절한데  화장이 좀과하게짙고 교양있어보이는 화자0
441.0,388-69-09935,2024-05-06 08:13:16,2024-05-06 08:15:31,0524041405400022,명동점,7.0,,,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,상세한 인도장 위치 안내(카카오톡),
442.0,132-76-17228,2024-05-06 11:53:03,2024-05-06 11:53:39,0524032925600001,명동점,5.0,,,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
443.0,485-02-42192,2024-05-06 14:09:57,2024-05-06 14:13:35,0124042118300009,부산점,5.0,,,5.0,5.0,5.0,4.0,7.0,7.0,4.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,코로나전보다 매장이 많이 없네요 ㅎ
444.0,945-50-10991,2024-05-06 14:12:27,2024-05-06 14:13:38,0524042511900004,명동점,7.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
445.0,212-13-54974,2024-05-06 14:13:57,2024-05-06 14:17:59,0124041902200001,부산점,5.0,,,3.0,3.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,스프츠웨어나 식기류,다양한 제품을 원합니다
446.0,728-21-04406,2024-05-06 14:24:41,2024-05-06 14:25:32,1424042912800035,인천공항점,6.0,,,6.0,6.0,7.0,6.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
447.0,171-43-04020,2024-05-06 14:26:50,2024-05-06 14:27:27,1624042905500273,인천공항점,6.0,,,6.0,5.0,5.0,4.0,4.0,5.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
448.0,248-72-84437,2024-05-06 14:27:28,2024-05-06 14:28:54,1524042906200008,인천공항점,7.0,,,5.0,4.0,5.0,5.0,5.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
449.0,992-93-61366,2024-05-06 14:28:09,2024-05-06 14:29:02,1524042962400015,인천공항점,5.0,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,할인 프로모션,
450.0,541-48-85492,2024-05-06 14:40:37,2024-05-06 14:43:04,1424042912000010,인천공항점,5.0,,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,그리 불편함 없었다,고객의 입장에서 변함없이  친절히  운영하여 주시길 바랍니다.
451.0,110-73-31543,2024-05-06 14:41:10,2024-05-06 14:44:22,1624042914000136,인천공항점,7.0,,,6.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,더 다양한제품에 신경써주시면 고맙겠습니다
452.0,995-36-40559,2024-05-06 14:50:07,2024-05-06 14:50:46,1424042910800052,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,감사드립니다
453.0,620-97-70512,2024-05-06 15:12:20,2024-05-06 15:13:28,1424042910100064,인천공항점,5.0,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,다양한 제품이 있었으면 하는 바램이있다,
454.0,986-87-75526,2024-05-06 15:57:15,2024-05-06 15:59:32,0124042019800003,부산점,4.0,기타: 물품이 너무 빈약하다,,3.0,6.0,6.0,7.0,2.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
455.0,783-93-15976,2024-05-06 16:32:29,2024-05-06 16:34:09,1724042907700004,인천공항점,4.0,타 면세점이 익숙함,,4.0,4.0,1.0,2.0,3.0,4.0,4.0,,,,,불만을 제기한 경험이 있다.,"직원 불친절, 인도 과정 불만 ",예.,아니오.,,인도장 여직원 너무 불친절해서 다신 이용하고싶지않음
456.0,974-88-96482,2024-05-06 18:09:54,2024-05-06 18:11:09,0524042739500009,명동점,6.0,,,2.0,6.0,1.0,4.0,4.0,5.0,4.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,친절한 서비스,
457.0,988-31-80336,2024-05-06 18:18:12,2024-05-06 18:18:44,0524042005100015,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
458.0,934-10-14711,2024-05-07 14:07:46,2024-05-07 14:08:24,0524040830200002,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
459.0,996-89-74255,2024-05-07 14:21:57,2024-05-07 14:24:18,0124031719700005,부산점,7.0,,,4.0,4.0,4.0,6.0,4.0,6.0,6.0,7.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,예.,예.,품절상품 사전예약 기능,전반적으로 만족합니다.
460.0,854-89-40809,2024-05-07 14:21:16,2024-05-07 14:25:51,0124042111300001,부산점,2.0,기타: 브랜드가 몇개없다,,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,아니오.,코로나이전처럼 상점들 모두 오픈되어있었으면 좋겠네요,
461.0,646-60-77428,2024-05-07 15:02:35,2024-05-07 15:04:07,0124042217200001,부산점,5.0,,,5.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,감사합니다
462.0,970-40-00343,2024-05-07 15:42:52,2024-05-07 15:43:53,0124042203600004,부산점,5.0,,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
463.0,356-20-44363,2024-05-07 19:38:53,2024-05-07 19:39:26,0524042703900002,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
464.0,368-62-21348,2024-05-07 20:15:08,2024-05-07 20:16:11,0124042815600005,부산점,6.0,,,7.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
465.0,444-52-92718,2024-05-07 22:17:39,2024-05-07 22:18:28,0524041235900001,명동점,6.0,,,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
466.0,596-50-98203,2024-05-08 14:08:21,2024-05-08 14:08:43,0524032138000009,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
467.0,983-65-34742,2024-05-08 14:16:24,2024-05-08 14:18:35,0124042217100001,부산점,4.0,기업이미지,,5.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,브랜드 입점이 적게 되어 있어서 아쉬웟다,늘이용 하겟습니다
468.0,934-70-00833,2024-05-08 14:29:24,2024-05-08 14:30:02,0524042803900012,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
469.0,410-14-71351,2024-05-08 14:30:24,2024-05-08 14:32:40,0124042718300004,부산점,3.0,"지인 및 친지의 부정적 견해, 기업이미지",,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,인도 상품 및 과정에 대한 설명 부족,,,불만을 제기한 경험이 없다.,,,예.,,
470.0,882-42-46993,2024-05-08 14:33:36,2024-05-08 14:34:53,0124042703600009,부산점,7.0,,,4.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,사고 싶은 물건이 없어서 구매를 못했어여 상품을 좀더 배치해주세여
471.0,594-53-07068,2024-05-08 14:51:44,2024-05-08 14:52:47,0124042818400005,부산점,4.0,기타: 낮지도 좋지도 않습니다.,,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,아니오.,예.,,
472.0,789-41-66624,2024-05-08 15:09:28,2024-05-08 15:11:01,0124042818300013,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
473.0,621-20-30378,2024-05-08 16:21:32,2024-05-08 16:25:33,0124042710400001,부산점,3.0,기타: 샘플등등 차등적가격이외 얻을수 있는게 없다고 생각했음,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,상품의 포장,선물포장을 다시 해야하는 번거로움
474.0,258-18-30806,2024-05-08 16:47:22,2024-05-08 16:49:10,0524042826300014,명동점,5.0,,,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,
475.0,503-89-42847,2024-05-08 17:14:52,2024-05-08 17:15:17,0524042737600061,인천공항점,7.0,,,7.0,7.0,6.0,7.0,6.0,6.0,5.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
476.0,150-60-62007,2024-05-08 17:57:57,2024-05-08 17:58:59,0524042612100003,명동점,6.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,할인,
477.0,540-11-78587,2024-05-09 14:02:21,2024-05-09 14:02:43,0124032317100002,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
478.0,652-43-49716,2024-05-09 14:01:55,2024-05-09 14:03:26,0524031610400029,인천공항점,4.0,과거 부정적 쇼핑 경험,상품 인도 시 장시간 대기,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,불만을 제기한 경험이 있다.,기타: 상품에대한 지식이적음,예.,예.,,
479.0,684-12-37663,2024-05-09 14:13:48,2024-05-09 14:21:25,0124032317700006,부산점,7.0,,,5.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,감사합니다,상품종류가  작아요
480.0,213-69-39532,2024-05-09 14:29:57,2024-05-09 14:30:36,0524042736600010,명동점,5.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 있다.,이벤트,예.,예.,없어요.,네
481.0,757-72-73648,2024-05-09 14:57:17,2024-05-09 14:58:30,0524042935400056,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
482.0,363-06-03543,2024-05-10 14:02:56,2024-05-10 14:04:19,0524033025700004,명동점,7.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,인도 시 장시간 대기,16분 ~ 20분,5,불만을 제기한 경험이 없다.,,,예.,,유니버스 잔잔바리때문에 수령 오래걸리는건 아는데 대기가 너무 깁니다 롯데는 5분도 안되서 보통 끝나는데 신세계는 기본이 20분이라 촉박할땐 살 엄두가 안나네요.
483.0,376-13-03359,2024-05-10 14:03:03,2024-05-10 14:04:31,0524032723200004,명동점,7.0,,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,인도장 직원 좀 늘려주세요,인도장 직원 좀 늘려주세요 찾는데 너무 오래걸려서 비행기도 못 탈뻔 했습니다
484.0,650-04-61975,2024-05-10 14:08:00,2024-05-10 14:08:32,0524042122500011,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
485.0,941-36-19453,2024-05-10 14:05:39,2024-05-10 14:09:03,0524040627500002,인천공항점,7.0,,,3.0,4.0,2.0,2.0,4.0,4.0,5.0,,,,,불만이 있었지만 제기하지 않았다.,직원 불친절,,예.,할인정보와 최대혜택 안내,
486.0,327-93-91520,2024-05-10 14:08:15,2024-05-10 14:09:43,0524041925600016,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
487.0,569-31-89439,2024-05-10 14:11:50,2024-05-10 14:12:25,0124042707600001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
488.0,529-03-52944,2024-05-10 14:12:06,2024-05-10 14:13:06,0524031322500024,인천공항점,6.0,,,6.0,6.0,7.0,7.0,7.0,7.0,5.0,,,,,불만을 제기한 경험이 없다.,,,예.,,1터미널 영양제식품코너확장
489.0,745-12-65251,2024-05-10 14:12:02,2024-05-10 14:13:54,0524042633200009,명동점,7.0,,,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음.,
490.0,838-81-78221,2024-05-10 14:18:20,2024-05-10 14:19:31,0524041703900007,명동점,4.0,타 면세점이 익숙함,,6.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
491.0,523-70-00388,2024-05-10 14:26:02,2024-05-10 14:27:04,0524042511600020,명동점,7.0,,,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,물건이 다양히 있었으면 좋겠습니다
492.0,557-97-70551,2024-05-10 14:32:56,2024-05-10 14:39:53,0124042617100005,부산점,7.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,식사시간으로 부재중일 경우 옆 매장에서 안내해주셨으면 합니다,
493.0,360-41-97282,2024-05-10 14:42:52,2024-05-10 14:43:19,0124050102500002,부산점,7.0,,,6.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
494.0,337-95-46878,2024-05-10 14:39:37,2024-05-10 14:44:30,0124041818400001,부산점,7.0,,,4.0,5.0,6.0,7.0,1.0,7.0,7.0,1.0,인도 시 장시간 대기,21분 ~ 30분,10분,불만을 제기한 경험이 없다.,,,예.,할인 쿠폰,온라인 상품의 금악이랑 별차이 없음.
495.0,196-96-18195,2024-05-10 14:42:57,2024-05-10 14:47:19,0524032313300002,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,면세에서 구입한 물건을 입국할때 수령했으면 좋겠습니다.,구매한 물건을 출국할때 찾지않고 입국할때 찾았으면 좋겄습니다.
496.0,413-99-82932,2024-05-10 14:47:28,2024-05-10 14:52:58,0524041422600012,명동점,7.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,"인도 시 장시간 대기, 키오스크 사용 불편 및 고장, 기타: 상품별 대기표를발행",10분 ~ 15분,5분 이내,불만이 있었지만 제기하지 않았다.,"인도 과정 불만 , 상품 품절 및 다양성 부족",,예.,키오스크 사용 간편화및 설명안내원,키오스크에서 대기표 받는것이 어렵다
497.0,979-06-71619,2024-05-10 15:21:18,2024-05-10 15:21:48,0524042702400016,명동점,5.0,,,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,
498.0,521-94-48329,2024-05-10 15:33:47,2024-05-10 15:36:39,0124042403900005,부산점,7.0,,,4.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,"직원 불친절, 인도 상품 및 과정에 대한 설명 부족",,,불만을 제기한 경험이 없다.,,,예.,직원의 상세설명과 친절함,
499.0,841-38-45240,2024-05-10 16:02:01,2024-05-10 16:02:48,0124042718300012,부산점,5.0,,,5.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,.,물건이 너무 없어요..ㅠ
